ID;eventID;longitude;latitude;depth;magnitude;rake;dip;strike;rupture_width;rupture_length;midpt_lon;midpt_lat;midpt_depth;scale_law;slip;bottom_roughness;seeds_gm;exposure_model;vulnerability_model_eq;vulnerability_model_ts
1;130;-71,56245;-31,0081;33,81842;7,75;90;13,52028;7,606136;31,3368063;129,537061;-71,61370613;-31,12522769;33,06649614;WellsCoppersmith;4,359432653;0,015139888;2237070650;;;
2;134;-71,37228;-30,92143;10;6,85;-45;74,99951;304,9481;13,17378443;56,95146427;-71,45216475;-30,86673936;6,445297615;WellsCoppersmith;1,053569763;0,009424391;136179049;;;
3;236;-69,13947;-33,59573;143,3632;6,5;-90;50,42967;34,41936;15,74336844;23,70000115;-69,14161746;-33,56931962;141,0680801;Stafford;0,632459498;0,033067226;4193990057;;;
4;500;-70,13472;-33,55629;15;6,55;90;44,99961;0,03543688;12,85332466;22,06890955;-70,12643439;-33,51923946;16,08197235;Stafford;0,988740658;0,032563718;4099493919;;;
5;512;-71,36179;-30,84444;10;7,25;90;45,00072;30,10888;22,49089431;61,71449514;-71,45728842;-30,92690293;6,610313149;WellsCoppersmith;2,267173935;0,02512055;1040441759;;;
6;516;-71,8333;-29,05327;21,27844;7,35;90;16,6912;7,332532;19,47976759;50,80108839;-71,94352833;-29,12485099;18,36056007;WellsCoppersmith;4,491815994;0,018040715;863579037;;;
7;643;-68,23826;-31,13749;6;6,05;90;75,00098;90,02567;9,938031714;4,875092969;-68,24218549;-31,13304417;4,089837519;WellsCoppersmith;1,029426787;0,012294989;971732169;;;
8;797;-68,99717;-32,42966;9,027225;6,55;90;37,05255;170,5722;18,03695742;11,45720707;-68,96177252;-32,47075722;11,79862356;WellsCoppersmith;1,357177662;0,043117169;2379999245;;;
9;919;-71,10731;-33,28649;5;6,15;-90;45,00082;90,03565;10,12997679;16,02785619;-71,08376957;-33,27860976;3,75717232;Stafford;0,433905203;0,024081662;2097020017;;;
10;924;-70,15726;-32,11738;15;6,35;90;45,00229;0,0253827;10,71745856;17,06661749;-70,14905149;-32,11177921;16,09259543;Stafford;0,768492224;0,038872777;852753287;;;
11;1053;-68,90791;-33,23184;15;6,75;90;44,99918;0,04258476;18,51257018;29,60129459;-68,8836441;-33,2077241;18,18740465;Stafford;1,0211777;0,02722869;4045679318;;;
12;1057;-69,07335;-32,70634;15,04538;6,35;90;37,74661;184,0606;5,816251538;31,48865632;-69,07057656;-32,71612298;15,35767936;WellsCoppersmith;0,767505393;0,054396912;2721452944;;;
13;1064;-68,38951;-31,84537;15,04538;6,35;90;38,33449;9,909714;8,014072404;24,41728668;-68,39983316;-31,81880393;13,72448911;WellsCoppersmith;0,718336743;0,029571705;1959097721;;;
14;1077;-70,06681;-31,12812;15;6,15;90;45,00096;0,01785702;10,30604833;13,5548965;-70,06270881;-31,1182474;15,55149483;Stafford;0,504301622;0,019065934;1907095407;;;
15;1084;-70,36499;-32,47711;5;6,35;90;45,00095;0,02528202;7,111214661;15,79033984;-70,35685318;-32,43931635;6,076839123;Stafford;1,251824594;0,031617069;3912871675;;;
16;1197;-71,45949;-31,32971;38,20992;7,05;90;13,29786;7,534922;13,66202173;40,0487653;-71,52288258;-31,35448997;36,87828506;WellsCoppersmith;2,882535351;0,015732327;150494670;;;
17;1200;-69,55322;-33,14191;5;6,35;90;45,00031;0,02788185;7,666186251;7,132322754;-69,56684092;-33,13594393;3,206781693;WellsCoppersmith;2,570800592;0,053621324;1546636163;;;
18;1210;-71,95159;-29,85269;21,91129;6,95;90;13,22316;7,431106;17,58999328;35,60160587;-71,93351736;-29,87248854;22,38670752;Stafford;1,782967733;0,006471693;3007337076;;;
19;1215;-72,07599;-34,073;8;6,15;-90;44,99968;304,9857;5,195720366;22,13735864;-72,10368295;-34,05148317;5,154766126;WellsCoppersmith;0,612501526;0,010372885;3443479213;;;
20;1322;-72,58544;-34,78851;10;7,05;-45;74,99928;304,9051;14,26251778;71,55596949;-72,62589759;-34,76682987;10,82962819;WellsCoppersmith;1,545384942;0,019333509;4040008779;;;
21;1468;-71,78651;-33,35355;8;6,55;-90;44,9989;120,0282;8,697389776;19,99305715;-71,84397188;-33,32038421;5,972398556;Stafford;1,612911744;0,02706752;3093890485;;;
22;1614;-69,39821;-30,35658;126,5024;6,4;-90;43,27611;348,2899;11,26822507;16,1144125;-69,43423684;-30,33725038;121,6596699;WellsCoppersmith;0,920044335;0,013099558;2270205940;;;
23;1623;-68,43004;-30,13296;137,3152;6,3;-90;39,19085;325,9504;5,71492223;10,91906483;-68,45289317;-30,11641367;135,0732864;WellsCoppersmith;1,895321879;0,011450505;798067443;;;
24;1724;-70,72405;-29,95303;55,30046;7,25;90;21,50536;6,562713;37,51468752;61,31875598;-70,74904018;-30,03697003;54,7612819;WellsCoppersmith;1,367993635;0,028370652;3987035059;;;
25;1750;-69,77728;-35,17507;5;6,05;90;44,99809;0,02290664;8,526736923;10,53804183;-69,78055865;-35,170381;4,578459541;WellsCoppersmith;0,555054928;0,040897434;829962420;;;
26;1874;-71,70343;-32,25478;38,5429;6,85;90;10,85516;7,560961;10,27829568;24,86752427;-71,77393367;-32,22484382;37,19610249;WellsCoppersmith;3,092609517;0,014523522;477213029;;;
27;1891;-70,59821;-29,3373;59,28506;7,15;90;21,05345;6,481963;20,39857127;24,12736713;-70,54511707;-29,30112984;61,13930319;WellsCoppersmith;4,526568142;0,085700904;4253099443;;;
28;2024;-71,34635;-33,54255;54,14066;6,75;90;11,69635;14,74381;9,716159681;24,0567282;-71,35889161;-33,52709024;53,81685357;WellsCoppersmith;2,394128961;0,059528884;112974685;;;
29;2028;-71,21233;-32,68022;48,09073;6,65;90;9,687297;7,992523;18,02328108;15,56690906;-71,23585823;-32,72674251;47,84136097;WellsCoppersmith;1,412025375;0,018263916;2923087046;;;
30;2146;-72,31544;-35,96158;8;6,25;-90;45,00095;120,0236;5,289903449;12,63066224;-72,35808677;-35,93455909;5,342939026;WellsCoppersmith;1,489377807;0,007742324;1680573103;;;
31;2159;-71,93063;-31,74458;30,95975;7,65;90;12,99152;7,605232;32,68126061;42,80902234;-71,9290944;-31,50358773;30,17151362;WellsCoppersmith;8,95456793;0,070353187;3322351877;;;
32;2271;-70,23384;-33,0167;7,709046;6,55;-90;60,00116;0,02461622;14,36182993;24,63078576;-70,23656711;-32,95329428;6,817703703;Stafford;0,792849395;0,025007797;1305552039;;;
33;2295;-71,31067;-30,11599;8;6,15;90;45,00174;30,02906;8,309426183;12,70759446;-71,28948417;-30,09167148;8,426357324;Stafford;0,667182067;0,011937148;1170919462;;;
34;2379;-71,59428;-32,90389;8;6,05;-90;45,00015;304,9852;7,833804631;14,8932594;-71,57967795;-32,90590974;4,584249801;WellsCoppersmith;0,427480447;0,041119576;4145175526;;;
35;2380;-70,97555;-35,15033;122,9748;6,3;-90;53,5111;28,2938;12,29302795;18,12584843;-70,95106954;-35,07366459;119,8690211;Stafford;0,530788533;0,025038648;387306695;;;
36;2506;-70,07935;-34,08287;140,1046;6,1;-90;54,95479;58,42868;10,25070369;13,98661643;-70,08552805;-34,06187778;136,8382232;Stafford;0,413439913;0,083077421;4040185878;;;
37;2629;-71,26745;-30,92143;10;6,85;-45;75,0015;304,9481;16,9270339;52,18438052;-71,26928835;-30,91554574;7,471978037;Stafford;0,894864643;0,018582567;1356390852;;;
38;2781;-69,33252;-34,31103;15;6,05;90;44,99615;0,02314664;7,353680617;11,36948623;-69,33618106;-34,28975217;14,52328335;Stafford;0,59653117;0,103719291;2032529729;;;
39;2803;-69,60574;-30,77776;16;6,55;90;45,001;0,0319654;16,13483026;48,26783981;-69,60417605;-30,75386683;16,20914984;WellsCoppersmith;0,360127662;0,057476637;2874537975;;;
40;2936;-70,11362;-34,83258;6,917593;6,65;-90;45,00014;90,06116;10,66675694;12,6449763;-70,15810087;-34,82574441;5,840021416;WellsCoppersmith;2,937164881;0,015815522;1673498089;;;
41;3214;-68,94189;-32,33685;9,027225;6,45;90;38,4197;161,5502;5,226008038;11,61329232;-68,93109454;-32,32975688;10,78624571;WellsCoppersmith;3,271548131;0,007978739;1646271020;;;
42;3328;-69,83328;-34,33122;162,8769;6,1;-90;66,19421;22,54338;12,4899128;7,179102084;-69,83643946;-34,32255961;160,8815127;WellsCoppersmith;0,661072681;0,010002619;618152972;;;
43;3348;-70,57768;-35,16412;125,7598;6,1;-90;54,57166;23,28219;9,998771328;4,603720734;-70,59042665;-35,14642832;122,7301951;WellsCoppersmith;1,287725032;0,011125249;1864092777;;;
44;3476;-68,25804;-30,0583;26;6,05;90;74,99873;90,0245;5,350531227;9,449063997;-68,27033799;-30,05878557;26,21054617;WellsCoppersmith;0,986490828;0,008898947;2257130671;;;
45;3576;-71,4405;-31,73477;8;6,05;-90;44,99971;120,0171;6,58664901;12,61565156;-71,45796594;-31,72155663;6,272365035;Stafford;0,600211813;0,059902381;1706857600;;;
46;3583;-70,98194;-36,02081;12;7,55;90;60,00039;90,3019;31,41270314;60,71401298;-70,93062059;-36,04331155;16,92624304;WellsCoppersmith;4,650337746;0,024257763;2372750121;;;
47;3589;-70,62789;-35,13033;137,8528;6,4;-90;54,83424;21,59549;11,22392215;9,176488923;-70,6448715;-35,13110242;135,4710849;WellsCoppersmith;1,622025042;0,07761784;102048087;;;
48;3604;-68,28286;-31,16564;139,7722;6,7;-90;36,90807;2,270744;14,9553255;27,32116958;-68,33836661;-31,10095209;134,691889;Stafford;1,152347831;0,026954435;2005634621;;;
49;3712;-70,16;-31,05136;111,2574;6,1;-90;55,89059;6,177685;6,855981998;11,27513551;-70,17332515;-31,04815107;108,2881681;Stafford;0,766809185;0,006351264;3096117158;;;
50;3713;-68,79434;-33,77143;15;6,85;90;45,00034;0,04883839;18,45277515;59,7792087;-68,81631149;-33,68902426;12,11652874;WellsCoppersmith;0,716583648;0,031607686;2418006187;;;
51;3714;-71,43568;-34,79201;86,44932;6,1;-90;47,82518;10,52614;9,147631508;13,94662822;-71,45129859;-34,7958834;84,61315614;WellsCoppersmith;0,464623166;0,007248764;2799219146;;;
52;3724;-69,33753;-33,32177;15;6,05;90;44,99864;0,01561;7,323366566;6,797280869;-69,33460675;-33,30566982;15,38336763;WellsCoppersmith;1,001919332;0,0381437;3248571559;;;
53;3848;-70,04753;-34,50886;166,5566;7,2;-90;69,36213;12,62575;32,93544152;73,32129425;-70,00927616;-34,3379284;163,0432232;WellsCoppersmith;1,096440662;0,013118088;1729557578;;;
54;3854;-71,74502;-32,00456;8;6,05;-90;45,00235;304,9838;4,629838704;9,922050916;-71,78323441;-31,97584077;4,848198131;Stafford;1,085703987;0,016415076;1122591437;;;
55;3862;-68,56126;-33,85876;179,5366;6,1;-90;51,31575;68,63927;10,19519716;14,04564933;-68,56004758;-33,8338681;176,2168535;Stafford;0,413943717;0,023813159;2118691498;;;
56;3882;-69,70773;-31,59945;11,10232;6,85;90;75,00074;90,06341;39,63503878;37,24404178;-69,78737846;-31,59180174;7,854610458;Stafford;0,535479258;0,012140348;1951945422;;;
57;4030;-68,97193;-32,91558;9,027225;6,05;90;39,84645;197,6843;4,042594807;10,36670425;-68,99889144;-32,95431082;8,046291883;WellsCoppersmith;1,190084565;0,053948692;1870092347;;;
58;4128;-69,91208;-33,91602;15;6,15;90;59,99794;90,03231;8,236374446;6,03089627;-69,9014287;-33,91827016;15,49777991;WellsCoppersmith;1,418276164;0,030753408;2739292114;;;
59;4262;-69,30532;-34,06046;190,5408;6,5;-90;50,9587;68,25951;17,35995554;18,74216314;-69,33461673;-34,03656435;186,0591811;WellsCoppersmith;0,725287885;0,012446499;3349674005;;;
60;4264;-71,07976;-30,56565;8;6,05;90;44,99847;30,02945;8,020705715;11,29157305;-71,10329639;-30,56048557;5,683294488;Stafford;0,550695737;0,034004857;3209699638;;;
61;4436;-71,59634;-30,30484;10;7,05;90;44,9997;30,08458;19,13714109;40,60670439;-71,53505748;-30,34077612;17,34386811;Stafford;2,029569569;0,023578658;3887059923;;;
62;4547;-73,81254;-37,13512;34,60914;6,75;90;22,38086;12,20893;12,25487243;26,17808631;-73,82751679;-37,07741337;33,49839309;WellsCoppersmith;1,744343677;0,046249653;1779739664;;;
63;4554;-70,11021;-35,48429;170,0695;6,6;-90;67,63847;28,9415;12,96752963;51,91374081;-70,10893056;-35,45456923;165,406878;WellsCoppersmith;0,495152723;0,02990649;39867618;;;
64;4668;-68,25804;-30,0583;26;6,05;90;74,99873;90,0245;11,02565226;11,93120387;-68,2553066;-30,05747556;25,64468029;Stafford;0,379131778;0,059184946;843011017;;;
65;4702;-71,98994;-30,79527;24,32344;6,85;90;9,262683;7,446773;17,82571906;38,19714621;-72,00479147;-30,79064326;24,08304182;WellsCoppersmith;1,16091593;0,020499627;1590428576;;;
66;4806;-70,47581;-32,11738;15;6,05;90;59,99977;90,02683;6,271750157;9,314627249;-70,46131965;-32,11032714;13,4282485;WellsCoppersmith;0,85373781;0,018159219;2053819934;;;
67;4841;-71,33013;-31,8247;8;6,55;-90;44,99994;304,9776;7,836758352;17,55635404;-71,41117847;-31,77259902;5,978521503;WellsCoppersmith;2,038487063;0,01228919;1966157411;;;
68;4980;-68,05237;-30,04772;124,6705;7;-90;39,48984;315,8903;15,35872514;40,93593773;-68,0931207;-30,01731139;121,1363691;Stafford;2,110662691;0,019510828;2724207398;;;
69;4981;-71,82148;-32,63409;8;6,15;-45;75,00213;304,9777;7,929380736;12,74417976;-71,83130703;-32,62721339;7,428698798;WellsCoppersmith;0,697152173;0,018425132;4069534220;;;
70;5079;-71,70893;-29,24366;24,26037;6,55;90;10,8761;7,188312;12,92852615;21,48635259;-71,71138538;-29,17761561;24,03792067;Stafford;1,009641118;0,013752032;3688492093;;;
71;5081;-72,17203;-34,3428;8;6,15;-45;75,00032;304,9749;12,19924299;18,5830712;-72,17325525;-34,33902318;6,37725776;Stafford;0,310762332;0,034718754;3644192023;;;
72;5117;-68,23141;-31,49722;6;6,15;90;75,00055;90,02918;14,04469989;14,01643917;-68,23308445;-31,4954336;5,232313469;Stafford;0,357872713;0,049152105;1962820136;;;
73;5235;-68,11247;-31,31548;123,925;6,3;-90;35,95816;2,108278;9,012910097;8,957566523;-68,1365577;-31,26030064;121,7293465;WellsCoppersmith;1,464952908;0,02434166;2745485864;;;
74;5242;-68,31344;-32,75627;6;6,15;90;75,00055;90,03023;7,47969115;12,42205747;-68,30899955;-32,76019839;7,686994345;Stafford;0,758231016;0,034525123;518530748;;;
75;5353;-71,41036;-30,20592;8;6,25;-90;45,00085;304,9837;9,749450193;18,77587696;-71,48708149;-30,15703415;6,735389012;Stafford;0,543623709;0,006819728;791872961;;;
76;5377;-70,49554;-28,89917;62,58645;6,85;90;20,70332;6,431094;15,35680204;32,91698212;-70,50627791;-28,88928856;62,13347813;WellsCoppersmith;1,563716244;0,046411962;3358128782;;;
77;5485;-69,70703;-33,74953;127,7104;6,4;-90;55,47363;42,02221;12,25441912;7,125773566;-69,72601636;-33,73804931;124,484877;WellsCoppersmith;1,913171918;0,018222768;860874227;;;
78;5492;-69,92132;-32,7469;7,014563;6,45;-90;59,9989;0,02261168;9,474967869;5,349761177;-69,92652834;-32,7355399;5,326557294;WellsCoppersmith;3,91711755;0,017619228;3898256798;;;
79;5520;-70,47997;-31,75765;15;6,35;90;59,99997;90,0366;12,18474375;17,12267947;-70,56008159;-31,73608379;10,21214921;Stafford;0,673737341;0,039279602;1800318348;;;
80;5619;-70,8554;-30,92064;52,81552;6,65;90;18,9891;7,079216;12,41095498;23,80955087;-70,8531736;-30,95231061;53,04242682;Stafford;1,340671391;0,011731873;3757641167;;;
81;5629;-68,55737;-31,82809;3,009075;6,35;90;38,2813;9,999014;7,939865187;15,91834411;-68,56857068;-31,94402031;4,082849621;Stafford;1,11216117;0,033472047;2563218539;;;
82;5646;-72,01727;-29,30743;17,08964;6,55;90;22,05405;7,570336;10,9799967;10,03532205;-71,96287464;-29,29758979;19,21741212;WellsCoppersmith;2,545336594;0,020983321;2518509097;;;
83;5782;-69,64762;-30,95834;127,6451;6,2;-90;46,56789;6,733752;5,622503222;10,35910687;-69,6633531;-30,9463488;125,3806018;Stafford;1,437562446;0,016036685;429553416;;;
84;5794;-70,89081;-33,45078;12;7,55;90;60,00045;90,27415;33,19765955;78,85359196;-70,64527632;-33,43122783;7,440135662;Stafford;3,388049893;0,019803172;2811875871;;;
85;5932;-72,68508;-33,02546;16,67705;6,55;90;32,36442;10,8014;19,79486591;23,57259746;-72,64360112;-32,8496932;16,77523152;Stafford;0,601061265;0,008224736;541717141;;;
86;6060;-68,08259;-33,15481;170,5466;6,1;-90;53,44964;37,93969;13,54117136;17,1650083;-68,09412395;-33,14445429;168,3706261;Stafford;0,255022497;0,051203157;1266951200;;;
87;6326;-70,36145;-32,7469;5;6,35;90;45,00029;0,02800601;9,574017942;16,71736105;-70,36519762;-32,72239574;4,502554403;Stafford;0,878247225;0,013108206;1145405479;;;
88;6455;-69,16325;-30,62609;9,510565;7,05;180;72,79823;355,1732;12,6039274;39,9303972;-69,1635446;-30,62527125;9,202667725;WellsCoppersmith;3,133785177;0,084665681;3857688313;;;
89;6466;-71,79079;-31,01531;8;6,45;90;45,00117;30,04569;14,01181094;19,61323641;-71,77533676;-31,0150595;9,305518507;Stafford;0,722495611;0,013403679;535187754;;;
90;6571;-69,27271;-30,24344;19,70027;6,25;90;52,08421;202,3037;7,875718728;12,16329992;-69,28717335;-30,26165768;18,93620615;WellsCoppersmith;1,038812417;0,023016874;3934566032;;;
91;6589;-70,03445;-31,38416;117,2403;6,2;-90;56,77803;6,155993;11,64850041;25,62160463;-70,04498241;-31,38295575;114,8136106;WellsCoppersmith;0,280544915;0,019589205;1057650744;;;
92;6597;-71,54417;-32,2223;41,07585;6,55;90;10,7636;7,422193;9,792893532;10,40902945;-71,57862135;-32,19901885;40,40007218;WellsCoppersmith;2,751423709;0,019521317;508097710;;;
93;6717;-72,1144;-33,16973;10;6,75;-45;74,99842;304,9581;10,11692759;16,51692198;-72,10289796;-33,17384169;8,630206715;WellsCoppersmith;3,348890798;0,0146989;2076522553;;;
94;6729;-69,17246;-33,82574;158,5376;6,2;-90;62,27119;60,66478;8,80067127;13,14460068;-69,14995496;-33,79786661;155,334781;Stafford;0,72379495;0,017911705;2856406981;;;
95;6733;-71,35552;-31,65049;42,03795;6,65;90;13,25454;7,386375;18,6648329;25,7330185;-71,34564045;-31,66256677;42,29843527;Stafford;0,824828972;0,036640342;1917740108;;;
96;6741;-68,47968;-31,7921;9,027225;6,25;90;37,83622;353,23;7,25131763;14,28124771;-68,48244217;-31,80673908;8,534842312;Stafford;0,960938656;0,01918194;2582610841;;;
97;6840;-71,11121;-32,47711;5;6,15;90;59,99974;90,03023;10,75279281;13,40211945;-71,1234707;-32,47860026;5,331834349;Stafford;0,488859414;0,025649885;750391894;;;
98;6974;-71,97614;-33,89314;8;6,15;90;44,99907;30,03341;8,560681055;12,78416108;-71,9850337;-33,89770034;7,52745814;Stafford;0,643721767;0,031921943;1963415283;;;
99;6999;-68,47344;-31,83676;9,027225;6,95;90;38,2813;9,999014;22,22854696;37,81654485;-68,47480583;-31,81574608;8,550909083;Stafford;1,32826835;0,036082851;979331213;;;
100;7022;-70,6206;-35,3907;128,3632;6,3;-90;55,11421;21,81336;12,52616502;17,11156584;-70,63027536;-35,34962512;124,0537978;WellsCoppersmith;0,551786237;0,030646759;159154362;;;
101;7116;-68,88044;-30,14823;16;6,55;90;74,99981;90,04248;13,72278787;12,33804586;-68,84408124;-30,15301868;18,04751017;WellsCoppersmith;1,656494564;0,013026452;2029401834;;;
102;8022;-70,99829;-31,23045;49,4739;6,55;90;17,16644;7,160512;20,85377797;23,5400225;-71,0440726;-31,25718609;48,23579819;Stafford;0,571330128;0,014938531;3059716411;;;
103;8157;-73,91635;-37,1735;30,28216;6,55;90;27,29099;12,15589;16,0870319;22,49353817;-73,88075281;-37,16118816;31,7765355;Stafford;0,775077354;0,01198127;1081801688;;;
104;8281;-71,27067;-30,92538;8;6,75;-90;45,00077;304,9756;19,46015993;20,35185973;-71,20246324;-30,95986921;4,691538356;WellsCoppersmith;1,412954703;0,051294934;1432886846;;;
105;8407;-71,02874;-28,93368;43,58121;6,95;90;21,03231;6,549179;13,62436826;24,20546779;-71,06968821;-28,81212552;41,39526325;WellsCoppersmith;3,385703255;0,019746031;1336782497;;;
106;8420;-70,88528;-30,29585;8;6,05;90;45,00055;30,02766;7,623286331;9,901365367;-70,88982056;-30,30372704;8,063284375;WellsCoppersmith;0,660756473;0,032279916;1360404162;;;
107;8443;-71,17439;-35,7169;107,8573;6,2;-90;54,51955;14,43406;12,77068567;18,24977266;-71,18969222;-35,72380749;105,7558825;Stafford;0,359258515;0,042688774;168876130;;;
108;8572;-68,19663;-32,2019;15,39091;6,05;90;20,04529;11,44827;8,982008637;11,51649258;-68,21644604;-32,24142621;15,03882399;Stafford;0,482153191;0,030472897;845542723;;;
109;8708;-72,86976;-35,96215;8,127463;6,85;90;44,99884;30,08393;18,69802248;32,36806307;-72,87096342;-35,99525107;9,940872266;Stafford;1,306069705;0,011967533;3770109579;;;
110;8833;-70,26345;-32,11738;15;6,15;-90;59,99697;0,01813047;11,62019878;11,36018442;-70,27940401;-32,10809052;9,79744946;WellsCoppersmith;0,533678622;0,024201881;1413370234;;;
111;8847;-69,51595;-34,40096;8,127463;6,85;90;45,00048;0,04847722;15,03202694;15,87074342;-69,51379459;-34,3809309;8,404315254;WellsCoppersmith;3,313324176;0,020478323;1224109748;;;
112;9071;-71,71749;-34,70253;8;6,25;-45;75,00042;304,9727;9,520005255;18,88626134;-71,73164447;-34,6968287;9,293840467;Stafford;0,553471882;0,023548074;3780742127;;;
113;9104;-68,14554;-30,50796;26;6,35;90;75,0011;90,03493;15,29417591;8,665102551;-68,18653506;-30,49959772;22,4169795;WellsCoppersmith;1,060666756;0,017991393;1316037213;;;
114;9225;-68,48963;-33,34748;169,3256;6,2;-90;56,32296;37,53405;7,90073095;12,30656259;-68,54995118;-33,37026856;164,734326;Stafford;0,861141874;0,043461456;1634049745;;;
115;9232;-68,25309;-33,6815;5,175532;6,45;90;45,00012;0,02970611;11,60053061;19,39459438;-68,24879735;-33,65354153;5,734869492;Stafford;0,882511127;0,081005355;937873908;;;
116;9245;-69,5462;-35,12042;5,175532;6,45;90;45,00018;0,03406764;10,98471057;19,18154371;-69,52983579;-35,11154646;7,278542049;Stafford;0,94233771;0,065901747;2092260019;;;
117;9246;-72,1023;-35,78171;8;6,75;-90;44,99992;120,0367;20,81936503;19,36967285;-72,15028369;-35,75328918;5,776560011;WellsCoppersmith;1,387678884;0,066187181;557608288;;;
118;9248;-70,783;-33,46636;15;6,55;-90;60,00004;0,02449031;12,63389087;22,45404565;-70,78641849;-33,49292909;13,90706027;Stafford;0,988660135;0,015902196;172094821;;;
119;9345;-71,66044;-33,71327;8;6,05;-90;44,99891;120,017;6,342612101;12,14382957;-71,65096919;-33,71529026;7,053177732;WellsCoppersmith;0,647522599;0,013454247;2368765650;;;
120;9363;-71,94878;-35,98101;100,9539;6,2;-90;48,57653;18,73663;7,410606664;13,12669272;-71,96856678;-35,98448128;98,91392818;WellsCoppersmith;0,860735398;0,007226198;170467775;;;
121;9482;-68,87409;-30,69129;17,43467;7,25;90;75,00008;90,09612;26,07737455;40,36613888;-68,93728016;-30,68178304;13,38646173;WellsCoppersmith;2,989493892;0,032509177;3775594823;;;
122;9576;-69,29318;-33,84501;154,6499;6,9;-90;63,89973;59,61939;16,72455368;13,21835694;-69,08056579;-33,71656151;149,8228727;WellsCoppersmith;4,249587087;0,01222932;4096649145;;;
123;9719;-71,16891;-31,72426;46,74249;6,65;90;14,45642;7,229506;22,12444907;26,59345375;-71,1231137;-31,7042032;47,786535;Stafford;0,673335538;0,110417441;583208049;;;
124;9849;-69,70555;-32,21667;16;6,05;90;45,00022;0,01975468;6,913953201;11,23175737;-69,71550113;-32,22313378;14,67696467;Stafford;0,642250715;0,051144949;1759462329;;;
125;9854;-71,71753;-31,35614;32,71782;6,75;90;13,58885;7,751276;9,606976335;23,29416529;-71,7397941;-31,39708418;32,35831778;WellsCoppersmith;2,500603712;0,147644571;2057778139;;;
126;9856;-71,11471;-33,34676;72,71967;6,2;-90;57,17059;16,86038;8,469207255;19,68688827;-71,12577091;-33,34951676;70,90236242;WellsCoppersmith;0,502179417;0,079476563;17581064;;;
127;9886;-68,91054;-32,96204;15;6,15;90;44,99911;0,02100446;7,606360569;12,78881951;-68,90456263;-32,9471092;15,78760502;Stafford;0,724221441;0,076468773;2677180944;;;
128;9989;-71,67884;-33,35355;8;6,05;-90;45,00271;120,0159;5,818365737;11,54063896;-71,73603812;-33,31923854;5,497237017;Stafford;0,742758916;0,036477489;3705818644;;;
129;10146;-69,7033;-32,8462;16;7,15;90;45,00066;0,06586044;17,1745857;21,44106352;-69,71951685;-32,83464328;13,85759623;WellsCoppersmith;6,049871528;0,031709243;2978199535;;;
130;10148;-70,54962;-34,99521;15;6,35;-90;59,99865;0,02420408;10,79220696;11,23847175;-70,55887488;-34,99392099;12,08179935;WellsCoppersmith;1,158940719;0,054070328;3532749285;;;
131;10254;-69,67055;-35,82977;207,1983;7;-90;72,26227;5,960968;24,66699011;22,73456913;-69,67860881;-35,82323733;200,9942151;WellsCoppersmith;2,366332986;0,041540133;57018676;;;
132;10263;-71,38152;-34,17088;60,75291;6,65;90;12,95749;14,57481;15,58017663;21,31953293;-71,38710827;-34,17131443;60,64115244;WellsCoppersmith;1,192693033;0,028552645;2918889404;;;
133;10403;-72,05006;-34,6126;8;6,65;-90;45,00072;120,0307;11,22523279;25,28495623;-72,0743983;-34,59355094;5,205169635;Stafford;1,395793537;0,032704703;2330855282;;;
134;10416;-71,76855;-33,71327;8;6,55;90;44,99843;30,05713;12,77404713;21,54511593;-71,81542751;-33,73321725;5,268087562;Stafford;1,01906385;0,0823623;2068917685;;;
135;10553;-71,92177;-34,5071;14,26585;6,15;-90;72,1928;143,4932;10,23534044;30,63296481;-71,92074294;-34,50640195;13,07588266;WellsCoppersmith;0,224691902;0,009518796;3310177903;;;
136;10795;-70,25324;-34,09588;12;7,45;-90;59,99947;0,04276384;27,37592076;88,79047419;-70,23905092;-33,78711291;16,4478081;WellsCoppersmith;2,583114366;0,015197033;3707031330;;;
137;10806;-70,82758;-35,03201;111,9545;6,2;-90;55,5609;20,21958;5,252014498;11,35940832;-70,84526014;-35,02118646;108,5104767;WellsCoppersmith;1,40345056;0,015304006;2115801232;;;
138;11059;-71,48948;-29,12692;28,09228;7,55;90;15,29283;7,018789;24,84544732;74,14675285;-71,54600854;-29,03717158;26,24858048;Stafford;4,814373597;0,017418808;276084512;;;
139;11094;-70,64953;-35,95748;12;7,55;-90;45,00025;90,2003;30,45247039;55,18049275;-70,5390585;-35,96595419;13,23648634;WellsCoppersmith;5,278015258;0,006973133;588053246;;;
140;11463;-69,17598;-30,89468;14,26585;6,35;180;72,09983;4,386327;13,84279552;8,368618749;-69,17580559;-30,86773402;12,53136458;WellsCoppersmith;1,213392088;0,018694347;2108922389;;;
141;11494;-70,06259;-30,85833;6,382644;6,35;-90;60,00026;0,01775183;9,633454861;9,604238521;-70,06928194;-30,8463274;4,169310462;WellsCoppersmith;1,519265729;0,043502637;1865121943;;;
142;11601;-71,02124;-35,34402;124,773;7;-90;53,81884;22,90541;11,17648353;31,51388397;-71,07039984;-35,34221459;118,1090253;WellsCoppersmith;3,767659364;0,020885148;3808749504;;;
143;11634;-68,39579;-31,80071;15,04538;6,15;90;37,86045;353,1865;8,216710415;3,123472133;-68,42727091;-31,74316932;12,6436872;WellsCoppersmith;2,745004928;0,072461641;2232139977;;;
