,ssh_time_interval,boundingbox_upperright_lon,boundingbox_upperright_lat,boundingbox_lowerleft_lon,boundingbox_lowerleft_lat,certificate,dip,fault_depth,id_long,magnitude,model,model_version,path,provider,rake,scope,simulation_time,slip,strike,x,y,scenario_id
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,18.20000,45154.50,RG_C00002754_mw8.05_04h,8.05,TsunAWI,r2019,RG_C00002754_mw8.05_04h,AWI,90.0000,REGIONAL,240,5.4900,6.9000,-70.97100,-29.03190,C00002754
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,19.30000,31803.00,RG_C00003495_mw8.45_04h,8.45,TsunAWI,r2019,RG_C00003495_mw8.45_04h,AWI,90.0000,REGIONAL,240,7.6200,8.6000,-71.27000,-28.41060,C00003495
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,14.90000,24387.90,RG_C00010730_mw8.05_04h,8.05,TsunAWI,r2019,RG_C00010730_mw8.05_04h,AWI,90.0000,REGIONAL,240,5.7000,7.1000,-71.70060,-29.94320,C00010730
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,18.30000,61352.00,RG_C00001821_mw9.25_04h,9.25,TsunAWI,r2019,RG_C00001821_mw9.25_04h,AWI,90.0000,REGIONAL,240,24.2600,9.0000,-73.18010,-39.29720,C00001821
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,19.70000,43365.20,RG_C00022999_mw8.25_04h,8.25,TsunAWI,r2019,RG_C00022999_mw8.25_04h,AWI,90.0000,REGIONAL,240,13.3600,20.1000,-73.37120,-36.66630,C00022999
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,16.70000,46525.10,RG_C00016509_mw8.25_04h,8.25,TsunAWI,r2019,RG_C00016509_mw8.25_04h,AWI,90.0000,REGIONAL,240,8.3600,17.0000,-72.27390,-34.45660,C00016509
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,19.00000,25475.20,RG_C00010376_mw8.45_04h,8.45,TsunAWI,r2019,RG_C00010376_mw8.45_04h,AWI,90.0000,REGIONAL,240,29.2900,7.5000,-71.43570,-28.43720,C00010376
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,17.30000,35713.60,RG_C00005189_mw8.55_04h,8.55,TsunAWI,r2019,RG_C00005189_mw8.55_04h,AWI,90.0000,REGIONAL,240,6.2300,7.3000,-71.37650,-30.24600,C00005189
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,18.10000,29834.20,RG_C00008431_mw8.35_04h,8.35,TsunAWI,r2019,RG_C00008431_mw8.35_04h,AWI,90.0000,REGIONAL,240,7.5200,6.9000,-71.50460,-29.81050,C00008431
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,17.40000,40517.00,RG_C00002443_mw8.15_04h,8.15,TsunAWI,r2019,RG_C00002443_mw8.15_04h,AWI,90.0000,REGIONAL,240,4.9300,6.8000,-71.13880,-29.77150,C00002443
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,19.20000,44711.10,RG_C00004091_mw8.35_04h,8.35,TsunAWI,r2019,RG_C00004091_mw8.35_04h,AWI,90.0000,REGIONAL,240,6.6300,9.1000,-70.93110,-28.28140,C00004091
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,16.40000,36449.10,RG_C00005466_mw8.35_04h,8.35,TsunAWI,r2019,RG_C00005466_mw8.35_04h,AWI,90.0000,REGIONAL,240,17.3400,7.1000,-71.26140,-29.93060,C00005466
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,16.20000,49384.50,RG_C00002203_mw8.45_04h,8.45,TsunAWI,r2019,RG_C00002203_mw8.45_04h,AWI,90.0000,REGIONAL,240,4.6600,8.0000,-71.29300,-32.12750,C00002203
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,16.30000,39587.80,RG_C00005704_mw8.15_04h,8.15,TsunAWI,r2019,RG_C00005704_mw8.15_04h,AWI,90.0000,REGIONAL,240,6.9700,7.2000,-71.16450,-30.25070,C00005704
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,16.90000,33306.10,RG_C00012030_mw8.25_04h,8.25,TsunAWI,r2019,RG_C00012030_mw8.25_04h,AWI,90.0000,REGIONAL,240,6.4000,7.4000,-71.92090,-32.31890,C00012030
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,17.00000,26938.30,RG_C00009667_mw8.05_04h,8.05,TsunAWI,r2019,RG_C00009667_mw8.05_04h,AWI,90.0000,REGIONAL,240,5.1200,7.0000,-71.56710,-29.55510,C00009667
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,14.30000,31993.40,RG_C00022838_mw8.15_04h,8.15,TsunAWI,r2019,RG_C00022838_mw8.15_04h,AWI,90.0000,REGIONAL,240,2.8200,7.5000,-71.72650,-31.44490,C00022838
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,17.70000,31518.40,RG_C00005547_mw8.55_04h,8.55,TsunAWI,r2019,RG_C00005547_mw8.55_04h,AWI,90.0000,REGIONAL,240,11.2400,7.2000,-71.43350,-30.06370,C00005547
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,18.70000,33941.90,RG_C00023041_mw8.15_04h,8.15,TsunAWI,r2019,RG_C00023041_mw8.15_04h,AWI,90.0000,REGIONAL,240,6.9900,8.7000,-71.25020,-28.22040,C00023041
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,17.50000,26021.00,RG_C00017635_mw8.15_04h,8.15,TsunAWI,r2019,RG_C00017635_mw8.15_04h,AWI,90.0000,REGIONAL,240,4.3500,8.3000,-72.23350,-32.12070,C00017635
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,19.10000,31809.40,RG_C00004590_mw8.55_04h,8.55,TsunAWI,r2019,RG_C00004590_mw8.55_04h,AWI,90.0000,REGIONAL,240,8.6500,8.0000,-71.31900,-28.84940,C00004590
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,20.30000,46684.30,RG_C00017257_mw8.35_04h,8.35,TsunAWI,r2019,RG_C00017257_mw8.35_04h,AWI,90.0000,REGIONAL,240,10.6700,20.8000,-73.09380,-36.29780,C00017257
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,18.50000,33925.80,RG_C00020383_mw8.55_04h,8.55,TsunAWI,r2019,RG_C00020383_mw8.55_04h,AWI,90.0000,REGIONAL,240,11.4700,7.1000,-71.38650,-29.94770,C00020383
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,19.10000,31598.90,RG_C00022485_mw8.55_04h,8.55,TsunAWI,r2019,RG_C00022485_mw8.55_04h,AWI,90.0000,REGIONAL,240,8.0800,14.8000,-73.68080,-36.76390,C00022485
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,19.20000,24520.80,RG_C00011684_mw8.45_04h,8.45,TsunAWI,r2019,RG_C00011684_mw8.45_04h,AWI,90.0000,REGIONAL,240,7.8100,8.0000,-71.59610,-29.22710,C00011684
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,18.20000,25065.00,RG_C00004428_mw8.05_04h,8.05,TsunAWI,r2019,RG_C00004428_mw8.05_04h,AWI,90.0000,REGIONAL,240,4.7900,9.5000,-72.44740,-32.84250,C00004428
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,18.00000,43708.60,RG_C00005732_mw8.35_04h,8.35,TsunAWI,r2019,RG_C00005732_mw8.35_04h,AWI,90.0000,REGIONAL,240,3.3300,12.6000,-73.44400,-37.50860,C00005732
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,19.90000,45240.50,RG_C00011659_mw8.75_04h,8.75,TsunAWI,r2019,RG_C00011659_mw8.75_04h,AWI,90.0000,REGIONAL,240,9.3400,17.5000,-73.06020,-36.08320,C00011659
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,17.00000,25625.50,RG_C00003139_mw8.25_04h,8.25,TsunAWI,r2019,RG_C00003139_mw8.25_04h,AWI,90.0000,REGIONAL,240,6.5100,7.2000,-71.71080,-30.33990,C00003139
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,17.30000,39901.50,RG_C00012976_mw8.65_04h,8.65,TsunAWI,r2019,RG_C00012976_mw8.65_04h,AWI,90.0000,REGIONAL,240,6.0100,7.6000,-73.88600,-39.21550,C00012976
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,17.00000,31741.30,RG_C00015096_mw8.15_04h,8.15,TsunAWI,r2019,RG_C00015096_mw8.15_04h,AWI,90.0000,REGIONAL,240,6.6400,7.4000,-71.79200,-31.34060,C00015096
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,13.20000,35639.30,RG_C00019297_mw8.25_04h,8.25,TsunAWI,r2019,RG_C00019297_mw8.25_04h,AWI,90.0000,REGIONAL,240,21.3800,7.4000,-71.74500,-32.00770,C00019297
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,16.10000,41452.60,RG_C00015810_mw8.25_04h,8.25,TsunAWI,r2019,RG_C00015810_mw8.25_04h,AWI,90.0000,REGIONAL,240,2.4800,7.1000,-71.10020,-30.26110,C00015810
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,15.00000,37058.40,RG_C00011184_mw8.35_04h,8.35,TsunAWI,r2019,RG_C00011184_mw8.35_04h,AWI,90.0000,REGIONAL,240,4.9900,8.4000,-71.72260,-31.98650,C00011184
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,14.50000,37584.80,RG_C00001247_mw8.25_04h,8.25,TsunAWI,r2019,RG_C00001247_mw8.25_04h,AWI,90.0000,REGIONAL,240,7.6500,7.4000,-71.60050,-31.72970,C00001247
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,15.80000,38330.70,RG_C00001830_mw8.15_04h,8.15,TsunAWI,r2019,RG_C00001830_mw8.15_04h,AWI,90.0000,REGIONAL,240,8.0000,7.5000,-71.52450,-31.36490,C00001830
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,14.50000,37190.40,RG_C00018898_mw8.05_04h,8.05,TsunAWI,r2019,RG_C00018898_mw8.05_04h,AWI,90.0000,REGIONAL,240,3.7900,7.5000,-71.43580,-30.99730,C00018898
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,18.70000,27443.50,RG_C00000412_mw8.05_04h,8.05,TsunAWI,r2019,RG_C00000412_mw8.05_04h,AWI,90.0000,REGIONAL,240,4.6300,9.2000,-71.49550,-28.68260,C00000412
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,17.40000,24947.90,RG_C00011856_mw8.45_04h,8.45,TsunAWI,r2019,RG_C00011856_mw8.45_04h,AWI,90.0000,REGIONAL,240,6.7900,7.3000,-71.84880,-31.12930,C00011856
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,16.60000,31531.70,RG_C00010583_mw8.55_04h,8.55,TsunAWI,r2019,RG_C00010583_mw8.55_04h,AWI,90.0000,REGIONAL,240,19.6100,7.4000,-71.76330,-31.32480,C00010583
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,17.50000,42293.00,RG_C00001621_mw8.55_04h,8.55,TsunAWI,r2019,RG_C00001621_mw8.55_04h,AWI,90.0000,REGIONAL,240,6.7900,9.0000,-73.71480,-38.64620,C00001621
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,18.80000,30133.30,RG_C00000930_mw8.25_04h,8.25,TsunAWI,r2019,RG_C00000930_mw8.25_04h,AWI,90.0000,REGIONAL,240,20.2900,7.7000,-71.41080,-28.96690,C00000930
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,17.40000,27785.60,RG_C00009411_mw8.45_04h,8.45,TsunAWI,r2019,RG_C00009411_mw8.45_04h,AWI,90.0000,REGIONAL,240,4.1000,7.3000,-71.71610,-30.87570,C00009411
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,18.00000,28896.80,RG_C00018354_mw8.35_04h,8.35,TsunAWI,r2019,RG_C00018354_mw8.35_04h,AWI,90.0000,REGIONAL,240,7.5500,6.9000,-71.47880,-29.44940,C00018354
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,18.10000,35102.30,RG_C00020633_mw8.25_04h,8.25,TsunAWI,r2019,RG_C00020633_mw8.25_04h,AWI,90.0000,REGIONAL,240,5.0200,7.7000,-71.20000,-28.48250,C00020633
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,14.70000,36976.40,RG_C00005776_mw8.25_04h,8.25,TsunAWI,r2019,RG_C00005776_mw8.25_04h,AWI,90.0000,REGIONAL,240,6.4500,7.4000,-71.54970,-31.36760,C00005776
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,13.10000,42220.70,RG_C00003195_mw8.15_04h,8.15,TsunAWI,r2019,RG_C00003195_mw8.15_04h,AWI,90.0000,REGIONAL,240,3.8100,7.4000,-71.33140,-31.41370,C00003195
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,18.80000,38619.80,RG_C00007930_mw8.35_04h,8.35,TsunAWI,r2019,RG_C00007930_mw8.35_04h,AWI,90.0000,REGIONAL,240,8.1000,7.5000,-71.19630,-29.31360,C00007930
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,16.30000,32204.10,RG_C00006951_mw8.35_04h,8.35,TsunAWI,r2019,RG_C00006951_mw8.35_04h,AWI,90.0000,REGIONAL,240,7.9900,8.3000,-72.01020,-32.42790,C00006951
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,15.60000,35071.00,RG_C00015620_mw8.15_04h,8.15,TsunAWI,r2019,RG_C00015620_mw8.15_04h,AWI,90.0000,REGIONAL,240,4.6800,7.2000,-71.32230,-30.24460,C00015620
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,19.30000,45668.90,RG_C00020807_mw8.45_04h,8.45,TsunAWI,r2019,RG_C00020807_mw8.45_04h,AWI,90.0000,REGIONAL,240,8.4600,17.3000,-72.16550,-34.05680,C00020807
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,17.00000,30002.30,RG_C00016562_mw8.05_04h,8.05,TsunAWI,r2019,RG_C00016562_mw8.05_04h,AWI,90.0000,REGIONAL,240,7.3100,7.0000,-71.41190,-29.18560,C00016562
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,18.50000,39689.50,RG_C00016031_mw8.15_04h,8.15,TsunAWI,r2019,RG_C00016031_mw8.15_04h,AWI,90.0000,REGIONAL,240,2.4400,7.8000,-71.13800,-29.19090,C00016031
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,17.80000,38551.50,RG_C00000570_mw8.05_04h,8.05,TsunAWI,r2019,RG_C00000570_mw8.05_04h,AWI,90.0000,REGIONAL,240,8.8500,6.8000,-71.20890,-30.01220,C00000570
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,18.80000,29640.30,RG_C00007090_mw8.15_04h,8.15,TsunAWI,r2019,RG_C00007090_mw8.15_04h,AWI,90.0000,REGIONAL,240,4.1900,8.2000,-71.44390,-29.11600,C00007090
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,17.50000,35616.80,RG_C00008030_mw8.25_04h,8.25,TsunAWI,r2019,RG_C00008030_mw8.25_04h,AWI,90.0000,REGIONAL,240,8.9500,6.8000,-71.31420,-29.58330,C00008030
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,19.00000,25989.00,RG_C00005755_mw8.35_04h,8.35,TsunAWI,r2019,RG_C00005755_mw8.35_04h,AWI,90.0000,REGIONAL,240,7.6200,7.6000,-71.37680,-28.20340,C00005755
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,19.40000,36047.10,RG_C00010465_mw8.45_04h,8.45,TsunAWI,r2019,RG_C00010465_mw8.45_04h,AWI,90.0000,REGIONAL,240,7.5100,9.3000,-71.12600,-27.90200,C00010465
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,16.60000,42605.00,RG_C00005096_mw8.15_04h,8.15,TsunAWI,r2019,RG_C00005096_mw8.15_04h,AWI,90.0000,REGIONAL,240,4.7900,7.1000,-71.06700,-30.29280,C00005096
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,16.80000,20960.50,RG_C00013212_mw8.05_04h,8.05,TsunAWI,r2019,RG_C00013212_mw8.05_04h,AWI,90.0000,REGIONAL,240,5.5300,7.2000,-71.90460,-29.97860,C00013212
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,16.50000,26141.00,RG_C00020990_mw8.25_04h,8.25,TsunAWI,r2019,RG_C00020990_mw8.25_04h,AWI,90.0000,REGIONAL,240,14.7300,7.2000,-71.56800,-29.59320,C00020990
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,16.60000,36783.70,RG_C00012820_mw8.55_04h,8.55,TsunAWI,r2019,RG_C00012820_mw8.55_04h,AWI,90.0000,REGIONAL,240,9.1700,7.4000,-71.49760,-30.78490,C00012820
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,17.90000,37905.60,RG_C00009713_mw8.05_04h,8.05,TsunAWI,r2019,RG_C00009713_mw8.05_04h,AWI,90.0000,REGIONAL,240,8.2600,6.8000,-71.20200,-29.18000,C00009713
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,17.30000,38698.20,RG_C00010857_mw8.35_04h,8.35,TsunAWI,r2019,RG_C00010857_mw8.35_04h,AWI,90.0000,REGIONAL,240,6.3700,7.3000,-71.30890,-30.55750,C00010857
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,18.30000,38720.50,RG_C00008550_mw9.35_04h,9.35,TsunAWI,r2019,RG_C00008550_mw9.35_04h,AWI,90.0000,REGIONAL,240,8.3800,9.7000,-74.04120,-39.59420,C00008550
0,10,-69.96918,-16.99536,-83.00279,-47.00288,MANUAL,16.50000,25335.40,RG_C00008699_mw8.05_04h,8.05,TsunAWI,r2019,RG_C00008699_mw8.05_04h,AWI,90.0000,REGIONAL,240,3.3100,7.4000,-71.94140,-31.13670,C00008699
